,id,gif_id,x,y,url,strength,emotion
0,110,4057,-0.124,-0.394737,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/7/20/0/anigif_enhanced-buzz-3386-1374296077-12.gif,0.41375511981,bored
1,109,6246,0.348,-0.218045,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/9/16/18/anigif_enhanced-buzz-1241-1379371693-4.gif,0.41066728872,serene
2,114,7702,0.390667,-0.033835,http://s3-ec.buzzfed.com/static/2014-01/enhanced/webdr03/8/10/anigif_enhanced-buzz-13283-1389196643-0.gif,0.39212945836,pleasant
3,113,6925,0.053333,-0.097744,http://s3-ec.buzzfed.com/static/enhanced/webdr02/2013/6/8/7/anigif_enhanced-buzz-597-1370690402-1.gif,0.111347646697,relaxed
4,112,1355,-0.354667,-0.154135,http://s3-ec.buzzfed.com/static/2014-10/20/16/enhanced/webdr02/anigif_enhanced-20821-1413837773-20.gif,0.386712139859,sad
5,3413,1355,0.193103,-0.063107,http://s3-ec.buzzfed.com/static/2014-10/20/16/enhanced/webdr02/anigif_enhanced-20821-1413837773-20.gif,0.203153296941,contented
6,120,8074,0.314667,-0.210526,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/8/31/3/anigif_enhanced-buzz-4293-1377933759-4.gif,0.378598095036,serene
7,115,3804,-0.356,0.131579,http://s3-ec.buzzfed.com/static/enhanced/terminal05/2012/2/2/22/anigif_enhanced-buzz-27840-1328240294-92.gif,0.379537920689,upset
8,1840,3804,-0.145333,-0.139098,http://s3-ec.buzzfed.com/static/enhanced/terminal05/2012/2/2/22/anigif_enhanced-buzz-27840-1328240294-92.gif,0.201171405754,unhappy
9,116,4922,-0.393333,-0.150376,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/8/28/17/anigif_enhanced-buzz-28381-1377724352-15.gif,0.421098314251,sad
10,117,778,0.358667,0.165414,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr06/4/17/anigif_enhanced-buzz-9782-1380922558-9.gif,0.394973174133,happy
11,118,7472,0.198667,0.334586,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr05/3/9/anigif_enhanced-buzz-29472-1380807713-21.gif,0.389122562035,excited
12,3248,7472,0.145333,0.116541,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr05/3/9/anigif_enhanced-buzz-29472-1380807713-21.gif,0.186288715627,elated
13,119,3062,-0.168,0.285714,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/8/7/18/anigif_enhanced-buzz-31114-1375913004-9.gif,0.331446058652,nervous
14,111,4363,0.252,-0.120301,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/6/25/10/anigif_enhanced-buzz-31686-1372170883-2.gif,0.279242422638,contented
15,1211,4363,0.372,-0.203008,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/6/25/10/anigif_enhanced-buzz-31686-1372170883-2.gif,0.423787975365,serene
16,121,3536,0.005333,0.342105,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/8/29/11/anigif_enhanced-buzz-5048-1377788932-21.gif,0.34214656496,active
17,122,7250,-0.374667,-0.157895,http://s3-ec.buzzfed.com/static/enhanced/webdr02/2013/8/8/13/anigif_enhanced-buzz-27363-1375984416-21.gif,0.406578641734,sad
18,123,3519,-0.4146667,-0.109023,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/8/8/0/anigif_enhanced-buzz-14963-1375936316-11.gif,0.428759240854,sad
19,1825,3519,-0.293103,0.354369,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/8/8/0/anigif_enhanced-buzz-14963-1375936316-11.gif,0.459876893059,nervous
20,124,7268,0.414667,-0.003759,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr06/9/16/anigif_enhanced-buzz-25709-1394398443-7.gif,0.414684037515,pleasant
21,125,5332,0.181333,0.327068,http://s3-ec.buzzfed.com/static/2014-05/enhanced/webdr06/12/12/anigif_enhanced-23001-1399912087-9.gif,0.373972102587,excited
22,2028,5332,-0.139583,-0.4023438,http://s3-ec.buzzfed.com/static/2014-05/enhanced/webdr06/12/12/anigif_enhanced-23001-1399912087-9.gif,0.425868462424,bored
23,126,7412,-0.245333,0.327068,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr06/10/10/anigif_enhanced-buzz-31592-1381414133-21.gif,0.408854200801,nervous
24,127,1941,-0.102667,0.169173,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/9/7/1/anigif_enhanced-buzz-28808-1378532525-0.gif,0.197888900189,nervous
25,400,1941,0.213889,-0.03125,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/9/7/1/anigif_enhanced-buzz-28808-1378532525-0.gif,0.216159817776,pleasant
26,128,7448,-0.4306667,-0.154135,http://s3-ec.buzzfed.com/static/2014-01/enhanced/webdr03/30/14/anigif_enhanced-29164-1391108743-19.gif,0.457418194559,sad
27,129,2271,-0.148,-0.424812,http://s3-ec.buzzfed.com/static/2014-11/23/16/enhanced/webdr12/anigif_enhanced-24483-1416776542-20.gif,0.449854682474,bored
28,130,1473,0.302667,-0.364662,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr03/14/21/anigif_enhanced-21912-1392430500-21.gif,0.473904723687,relaxed
29,791,1473,0.433333,-0.146617,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr03/14/21/anigif_enhanced-21912-1392430500-21.gif,0.457464789441,contented
30,131,5068,-0.005333,-0.4548872,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr08/9/14/anigif_enhanced-buzz-22380-1394388400-10.gif,0.4549184604,subdued
31,132,582,0.44,-0.176692,http://s3-ec.buzzfed.com/static/2014-01/enhanced/webdr06/28/20/anigif_enhanced-14452-1390957838-5.gif,0.474151940694,contented
32,133,5011,0.388,0.214286,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/5/19/2/anigif_enhanced-buzz-29767-1368943303-4.gif,0.443240893641,elated
33,1855,5011,0.073611,0.242188,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/5/19/2/anigif_enhanced-buzz-29767-1368943303-4.gif,0.253127648954,alert
34,134,7875,-0.4213333,-0.172932,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr05/2/12/anigif_enhanced-buzz-20555-1393781067-16.gif,0.455441792453,sad
35,2576,7875,-0.149333,-0.379699,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr05/2/12/anigif_enhanced-buzz-20555-1393781067-16.gif,0.408009406129,bored
36,2578,7875,-0.128,-0.308271,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr05/2/12/anigif_enhanced-buzz-20555-1393781067-16.gif,0.333788869558,bored
37,135,1142,0.230667,0.018797,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr03/6/1/anigif_enhanced-10483-1394087764-14.gif,0.231431614301,pleasant
38,934,1142,0.127228,0.408676,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr03/6/1/anigif_enhanced-10483-1394087764-14.gif,0.428022238861,alert
39,136,4559,0.277333,-0.349624,http://s3-ec.buzzfed.com/static/2013-12/enhanced/webdr07/3/10/anigif_enhanced-buzz-32745-1386085264-18.gif,0.446262853333,relaxed
40,137,4230,0.229333,0.334586,http://s3-ec.buzzfed.com/static/2014-09/23/0/enhanced/webdr09/anigif_enhanced-buzz-11046-1411446253-9.gif,0.405637049941,excited
41,138,156,0.372,0.244361,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/7/16/15/anigif_enhanced-buzz-29260-1374004392-24.gif,0.445080103263,elated
42,3933,156,0.143436,-0.413242,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/7/16/15/anigif_enhanced-buzz-29260-1374004392-24.gif,0.437427521608,calm
43,139,5729,0.273333,0.349624,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr06/24/11/anigif_enhanced-buzz-27364-1382628741-20.gif,0.443788091621,excited
44,1008,5729,0.265333,0.12782,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr06/24/11/anigif_enhanced-buzz-27364-1382628741-20.gif,0.294515794634,happy
45,140,922,0.18,0.37594,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/8/7/19/anigif_enhanced-buzz-24089-1375919757-0.gif,0.416810368873,alert
46,141,3202,0.249333,0.304511,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/6/26/11/anigif_enhanced-buzz-28653-1372261954-0.gif,0.393565615889,excited
47,142,4470,-0.18,-0.139098,http://s3-ec.buzzfed.com/static/2014-10/28/12/enhanced/webdr04/anigif_enhanced-6290-1414512611-19.gif,0.227482424824,unhappy
48,143,6847,0.133333,0.390977,http://s3-ec.buzzfed.com/static/enhanced/webdr02/2013/7/18/23/anigif_enhanced-buzz-8362-1374206397-10.gif,0.413086798891,alert
49,144,1283,0.033333,0.425781,http://s3-ec.buzzfed.com/static/2014-08/28/17/enhanced/webdr05/anigif_enhanced-24682-1409262451-10.gif,0.427083772637,active
50,1045,1283,0.361333,0.413534,http://s3-ec.buzzfed.com/static/2014-08/28/17/enhanced/webdr05/anigif_enhanced-24682-1409262451-10.gif,0.549155630077,excited
51,145,5504,-0.209722,-0.132812,http://s3-ec.buzzfed.com/static/2014-10/19/17/enhanced/webdr05/anigif_enhanced-6600-1413753157-15.gif,0.248238483374,unhappy
52,146,5394,0.190278,-0.292969,http://s3-ec.buzzfed.com/static/2014-07/21/6/enhanced/webdr04/anigif_enhanced-buzz-3004-1405938945-4.gif,0.349337304399,relaxed
53,3853,5394,0.365333,-0.360902,http://s3-ec.buzzfed.com/static/2014-07/21/6/enhanced/webdr04/anigif_enhanced-buzz-3004-1405938945-4.gif,0.513535251461,serene
54,147,6759,0.422667,-0.150376,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2012/12/17/13/anigif_enhanced-buzz-32537-1355769144-2.gif,0.448620479097,contented
55,148,1601,-0.317333,-0.015038,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/5/19/12/anigif_enhanced-buzz-15010-1368981917-12.gif,0.317689115855,unpleasant
56,149,6713,-0.294444,-0.191406,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/7/13/21/anigif_enhanced-buzz-1892-1373765964-4.gif,0.351188732695,unhappy
57,150,6713,-0.277778,-0.230469,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/7/13/21/anigif_enhanced-buzz-1892-1373765964-4.gif,0.360938467394,unhappy
58,151,3346,0.341667,-0.4648438,http://s3-ec.buzzfed.com/static/2014-06/6/11/enhanced/webdr02/anigif_enhanced-25734-1402070201-26.gif,0.576902155731,relaxed
59,152,4724,0.352,0.105263,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/9/16/17/anigif_enhanced-buzz-24929-1379366873-0.gif,0.367402094671,happy
