"110","4057","0.376","0.105263"
"109","6246","0.848","0.281955"
"114","7702","0.890667","0.466165"
"113","6925","0.553333","0.402256"
"112","1355","0.145333","0.345865"
"120","8074","0.814667","0.289474"
"115","3804","0.144","0.631579"
"116","4922","0.106667","0.349624"
"117","778","0.858667","0.665414"
"118","7472","0.698667","0.834586"
"119","3062","0.332","0.785714"
"111","4363","0.752","0.379699"
"121","3536","0.505333","0.842105"
"122","7250","0.125333","0.342105"
"123","3519","0.0853333","0.390977"
"124","7268","0.914667","0.496241"
"125","5332","0.681333","0.827068"
"126","7412","0.254667","0.827068"
"127","1941","0.397333","0.669173"
"128","7448","0.0693333","0.345865"
"129","2271","0.352","0.075188"
"130","1473","0.802667","0.135338"
"131","5068","0.494667","0.0451128"
"132","582","0.94","0.323308"
"133","5011","0.888","0.714286"
"134","7875","0.0786667","0.327068"
"135","1142","0.730667","0.518797"
"136","4559","0.777333","0.150376"
"137","4230","0.729333","0.834586"
"138","156","0.872","0.744361"
"139","5729","0.773333","0.849624"
"140","922","0.68","0.87594"
"141","3202","0.749333","0.804511"
"142","4470","0.32","0.360902"
"143","6847","0.633333","0.890977"
"144","1283","0.533333","0.925781"
"145","5504","0.290278","0.367188"
"146","5394","0.690278","0.207031"
"147","6759","0.922667","0.349624"
"148","1601","0.182667","0.484962"
"149","6713","0.205556","0.308594"
"150","6713","0.222222","0.269531"
"151","3346","0.841667","0.0351562"
"152","4724","0.852","0.605263"
"153","3106","0.914667","0.635338"
"154","1412","0.769333","0.131579"
"155","7649","0.952","0.612782"
"156","8082","0.276389","0.40625"
"157","4779","0.129333","0.240602"
"158","1455","0.466667","0.308271"
"159","7604","0.238667","0.109023"
"160","4544","0.447222","0.285156"
"161","7158","0.337333","0.68797"
"162","4789","0.983333","0.296875"
"163","502","0.718667","0.105263"
"164","6192","0.510667","0.018797"
"165","7222","0.0613333","0.353383"
"166","6961","0.336","0.0902256"
"167","5983","0.349333","0.0864662"
"168","2645","0.129333","0.364662"
"169","4904","0.969333","0.484962"
"170","5466","0.776","0.142857"
"171","1436","0.362667","0.0714286"
"172","7482","0.9","0.736842"
"173","4228","0.922667","0.368421"
"174","3137","0.498667","0.496241"
"175","2394","0.150667","0.233083"
"176","6683","0.373333","0.898496"
"177","781","0.336","0.109023"
"178","1139","0.906667","0.206767"
"179","4897","0.878667","0.221805"
"180","3461","0.801333","0.827068"
"181","6564","0.490667","0.0338346"
"182","4535","0.628","0.0789474"
"183","6785","0.169333","0.74812"
"184","1962","0.346667","0.0902256"
"185","1468","0.752","0.12406"
"186","1605","0.946667","0.481203"
"187","833","0.898667","0.255639"
"188","1826","0.488","0.0451128"
"189","1351","0.58","0.819549"
"190","1448","0.0653333","0.469925"
"191","1351","0.641333","0.879699"
"192","3915","0.881333","0.195489"
"193","2824","0.881333","0.229323"
"194","5196","0.765333","0.131579"
"195","7410","0.0733333","0.417293"
"196","2576","0.641333","0.0676692"
"197","2174","0.0813333","0.462406"
"198","7668","0.848","0.157895"
"199","6663","0.06","0.342105"
"200","6500","0.918667","0.327068"
"201","425","0.864","0.229323"
"202","4515","0.361333","0.093985"
"203","2665","0.497333","0.496241"
"204","518","0.933333","0.612782"
"205","2214","0.369333","0.109023"
"206","234","0.0973333","0.360902"
"207","1445","0.428","0.304511"
"208","1034","0.702667","0.176692"
"209","6232","0.604","0.631579"
"210","4034","0.809333","0.37594"
"211","4155","0.617333","0.740601"
"212","3678","0.298","0.409774"
"213","3665","0.498","0.0676692"
"214","4192","0.512","0.357143"
"215","6969","0.4","0.864662"
"216","3453","0.554","0.154135"
"217","7505","0.768966","0.245098"
"218","1537","0.651724","0.392157"
"219","1263","0.546","0.142857"
"220","6427","0.581333","0.43985"
"221","1260","0.555333","0.0902256"
"222","2971","0.583333","0.093985"
"223","7003","0.583333","0.109023"
"224","7149","0.583333","0.120301"
"225","6636","0.582","0.131579"
"226","3239","0.389333","0.364662"
"227","2920","0.580667","0.154135"
"228","804","0.772414","0.911765"
"229","5046","0.580667","0.154135"
"230","591","0.4","0.721804"
"231","2901","0.580667","0.154135"
"232","7550","0.580667","0.154135"
"233","6508","0.580667","0.154135"
"234","465","0.4","0.721804"
"235","2699","0.634","0.87594"
"236","5980","0.4","0.721804"
"237","4079","0.766","0.834586"
"238","1980","0.28363","0.273973"
"239","1516","0.777333","0.390977"
"240","6503","0.374392","0.214612"
"241","2827","0.689333","0.323308"
"242","4464","0.689333","0.323308"
"243","6480","0.696","0.31203"
"244","7896","0.714749","0.730594"
"245","1420","0.0566667","0.443609"
"246","1104","0.886","0.274436"
"247","7134","0.160667","0.225564"
"248","7590","0.498667","0.0451128"
"249","1311","0.35","0.902256"
"250","964","0.284","0.31203"
"251","5337","0.313333","0.338346"
"252","3998","0.0593333","0.609023"
"253","4035","0.886","0.665414"
"254","1617","0.512667","0.928571"
"255","2154","0.078","0.338346"
"256","767","0.062","0.537594"
"257","2531","0.938","0.353383"
"258","5015","0.760667","0.0977444"
"259","5015","0.794","0.172932"
"260","7497","0.457333","0.642857"
"261","4995","0.276667","0.116541"
"262","507","0.88","0.740601"
"263","2852","0.436","0.154135"
"264","7554","0.553333","0.379699"
"265","2547","0.00266667","0.484962"
"266","2547","0.0573333","0.484962"
"267","5272","0.496","0.503759"
"268","4900","0.42","0.571429"
"269","3613","0.369333","0.180451"
"270","2238","0.609333","0.413534"
"271","3157","0.738667","0.31203"
"272","6471","0.497333","0.387218"
"273","4369","0.696","0.703008"
"274","3325","0.497333","0.390977"
"275","1522","0.205333","0.296992"
"276","5154","0.358667","0.338346"
"277","7708","0.214667","0.0977444"
"278","3939","0.493056","0.882812"
"279","2091","0.834667","0.834586"
"280","5577","0.0748201","0.461538"
"281","2346","0.0676259","0.619433"
"282","6399","0.733333","0.368421"
"283","6178","0.453333","0.323308"
"284","3781","0.147222","0.480469"
"285","1758","0.092","0.304511"
"286","6313","0.753333","0.274436"
"287","4246","0.113669","0.704453"
"288","1266","0.363889","0.167969"
"289","6790","0.501333","0.0413534"
"290","5631","0.132374","0.761134"
"291","2644","0.193333","0.368421"
"292","7319","0.770833","0.214844"
"293","1179","0.238849","0.834008"
"294","1406","0.254167","0.828125"
"295","6706","0.194667","0.62406"
"296","7383","0.233094","0.870445"
"297","2715","0.546667","0.131579"
"298","5173","0.120833","0.453125"
"299","5294","0.5","0.469925"
"300","7272","0.120833","0.429688"
"301","3729","0.198561","0.854251"
"302","6437","0.888889","0.488281"
"303","74","0.36259","0.923077"
"304","7986","0.489333","0.503759"
"305","1766","0.888889","0.488281"
"306","1542","0.365468","0.88664"
"307","2650","0.195683","0.854251"
"308","6688","0.886111","0.488281"
"309","102","0.207194","0.862348"
"310","434","0.730556","0.199219"
"311","2288","0.207194","0.781377"
"312","2461","0.570667","0.515038"
"313","4699","0.661111","0.832031"
"314","4348","0.436111","0.210938"
"315","4157","0.619444","0.503906"
"316","5168","0.0978417","0.761134"
"317","5256","0.340278","0.59375"
"318","1793","0.629167","0.386719"
"319","9","0.648611","0.523438"
"320","750","0.368056","0.457031"
"321","5495","0.152518","0.206478"
"322","7444","0.455556","0.59375"
"323","1090","0.281944","0.464844"
"324","3136","0.281944","0.464844"
"325","3287","0.281944","0.464844"
"326","5239","0.281944","0.464844"
"327","5780","0.281944","0.464844"
"328","6530","0.496403","0.935223"
"329","5588","0.281944","0.464844"
"330","7556","0.281944","0.464844"
"331","6906","0.576","0.218045"
"332","7556","0.281944","0.464844"
"333","6313","0.530556","0.261719"
"334","6313","0.530556","0.261719"
"335","1496","0.806944","0.484375"
"336","1496","0.806944","0.484375"
"337","3866","0.634722","0.625"
"338","3866","0.634722","0.625"
"339","1506","0.0820144","0.453441"
"340","3199","0.634722","0.625"
"341","3075","0.409722","0.628906"
"342","3075","0.409722","0.628906"
"343","5158","0.281944","0.492188"
"344","6677","0.459722","0.144531"
"345","7311","0.744444","0.355469"
"346","7311","0.305556","0.867188"
"347","7311","0.333333","0.320312"
"348","6033","0.631944","0.761719"
"349","6983","0.643056","0.335938"
"350","2294","0.715278","0.28125"
"351","4596","0.679167","0.703125"
"352","1984","0.443056","0.597656"
"353","2004","0.327778","0.3125"
"354","3669","0.616667","0.285156"
"355","3783","0.801389","0.617188"
"356","3477","0.801389","0.617188"
"357","1017","0.797222","0.425781"
"358","7223","0.716667","0.679688"
"359","439","0.658333","0.359375"
"360","3856","0.5875","0.789062"
"361","3467","0.330667","0.466165"
"362","5408","0.408333","0.21875"
"363","204","0.370833","0.675781"
"364","6169","0.272222","0.3125"
"365","6169","0.227778","0.699219"
"366","1956","0.155556","0.417969"
"367","3802","0.1","0.660156"
"368","7824","0.3125","0.347656"
"369","6097","0.423611","0.292969"
"370","2614","0.370667","0.184211"
"371","635","0.356944","0.609375"
"372","7325","0.363889","0.871094"
"373","7440","0.597222","0.8125"
"374","6310","0.716667","0.644531"
"375","757","0.705556","0.371094"
"376","1311","0.540278","0.464844"
"377","2705","0.569333","0.12782"
"378","1311","0.540278","0.464844"
"379","6413","0.540278","0.464844"
"380","6413","0.540278","0.464844"
"381","6413","0.540278","0.464844"
"382","3332","0.540278","0.464844"
"383","6263","0.540278","0.464844"
"384","1863","0.540278","0.464844"
"385","2488","0.319444","0.554688"
"386","2488","0.319444","0.554688"
"387","1948","0.319444","0.554688"
"388","5717","0.319444","0.554688"
"389","4295","0.319444","0.554688"
"390","3694","0.319444","0.554688"
"391","2368","0.247222","0.4375"
"392","1268","0.422222","0.347656"
"393","4132","0.713889","0.46875"
"394","5685","0.715278","0.46875"
"395","7275","0.715278","0.46875"
"396","6940","0.713889","0.46875"
"397","3089","0.713889","0.46875"
"398","187","0.713889","0.46875"
"399","2359","0.674667","0.56391"
"400","1941","0.713889","0.46875"
"401","607","0.381944","0.761719"
"402","2181","0.494667","0.481203"
"403","1556","0.501389","0.308594"
"404","3805","0.830667","0.338346"
"405","5318","0.125333","0.733083"
"406","157","0.744444","0.792969"
"407","4799","0.668056","0.53125"
"408","2232","0.84765","0.383562"
"409","3928","0.178667","0.710526"
"410","6702","0.673611","0.582031"
"411","339","0.845333","0.25188"
"412","2120","0.673611","0.585938"
"413","4699","0.497333","0.165414"
"414","3649","0.581333","0.0977444"
"415","6829","0.452","0.849624"
"416","3792","0.445333","0.387218"
"417","2638","0.925333","0.454887"
"418","5350","0.546667","0.409774"
"419","2638","0.956","0.484962"
"420","6156","0.9","0.736842"
"421","4166","0.092","0.605263"
"422","4914","0.976","0.635338"
"423","7734","0.0813333","0.338346"
"424","7914","0.78","0.116541"
"425","4209","0.790667","0.146617"
"426","175","0.898667","0.736842"
"427","3971","0.736111","0.804688"
"428","5017","0.325","0.261719"
"429","5499","0.3125","0.523438"
"430","4498","0.244444","0.679688"
"431","6270","0.480556","0.804688"
"432","3594","0.762667","0.834586"
"433","6266","0.344444","0.734375"
"434","7951","0.493056","0.496094"
"435","7848","0.493056","0.492188"
"436","87","0.497222","0.511719"
"437","1317","0.497222","0.511719"
"438","5663","0.497222","0.511719"
"439","4326","0.497222","0.511719"
"440","7416","0.736111","0.308594"
"441","4942","0.657333","0.0902256"
"442","7157","0.3875","0.164062"
"443","7207","0.750667","0.834586"
"444","7347","0.647222","0.78125"
"445","4399","0.428","0.477444"
"446","5218","0.646667","0.567669"
"447","3266","0.490667","0.962406"
"448","1379","0.802667","0.357143"
"449","2100","0.405186","0.136986"
"450","6018","0.0746667","0.657895"
"451","3473","0.136143","0.579909"
"452","5667","0.654667","0.150376"
"453","1914","0.320908","0.767123"
"454","853","0.346667","0.075188"
"455","6143","0.122667","0.210526"
"456","6332","0.938667","0.327068"
"457","1095","0.141005","0.438356"
"458","5607","0.9","0.225564"
"459","2133","0.362667","0.0488722"
"460","7457","0.816856","0.255708"
"461","6045","0.496667","0.315789"
"462","6330","0.800648","0.721461"
"463","6174","0.529333","0.390977"
"464","6924","0.157212","0.607306"
"465","4617","0.157212","0.607306"
"466","3365","0.541333","0.582707"
"467","4526","0.82658","0.369863"
"468","7059","0.496","0.477444"
"469","4869","0.659643","0.196347"
"470","2384","0.494327","0.785388"
"471","1789","0.505333","0.0526316"
"472","6743","0.165316","0.328767"
"473","5601","0.841167","0.342466"
"474","3253","0.949333","0.387218"
"475","616","0.795786","0.598173"
"476","7998","0.904376","0.196347"
"477","204","0.489333","0.428571"
"478","1312","0.953333","0.492481"
"479","448","0.929333","0.334586"
"480","673","0.794667","0.139098"
"481","600","0.256","0.81203"
"482","2608","0.286667","0.0864662"
"483","7037","0.133333","0.368421"
"484","706","0.800667","0.135338"
"485","273","0.056","0.597744"
"486","1488","0.252","0.120301"
"487","4613","0.0551724","0.359223"
"488","4849","0.0586207","0.320388"
"489","5533","0.885333","0.736842"
"490","3571","0.232","0.849624"
"491","1436","0.366667","0.0714286"
"492","6325","0.913333","0.225564"
"493","6426","0.230667","0.849624"
"494","5038","0.218667","0.849624"
"495","883","0.644","0.0338346"
"496","883","0.642667","0.0714286"
"497","883","0.66","0.0864662"
"498","5014","0.866667","0.477444"
"499","4837","0.0626667","0.37218"
"500","5014","0.949333","0.488722"
"501","370","0.952","0.364662"
"502","3008","0.518667","0.958647"
