,mean,median,std,url,Unnamed: 0,Unnamed: 0.1,id,gif_id,x,y,strength,emotion,colors,All Colors,Average Luminance
330,18.574833333333334,12.0,18.734991325650718,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr01/2/19/anigif_enhanced-buzz-10381-1380756727-4.gif,188,188,245,1420,-0.4433333,-0.056391,0.446905314099,unpleasant,"[[21, 21, 21], [6, 6, 6], [64, 64, 64], [98, 98, 98], [37, 37, 37]]","[[21 21 21]
 [ 6  6  6]
 [64 64 64]
 [98 98 98]
 [37 37 37]]",37.0
331,18.574833333333334,12.0,18.734991325650718,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr01/2/19/anigif_enhanced-buzz-10381-1380756727-4.gif,189,189,1864,1420,-0.358333,0.035156,0.360053444956,unpleasant,"[[21, 21, 21], [6, 6, 6], [100, 100, 100], [66, 66, 66], [37, 37, 37]]","[[ 21  21  21]
 [  6   6   6]
 [100 100 100]
 [ 66  66  66]
 [ 37  37  37]]",37.0
332,18.574833333333334,12.0,18.734991325650718,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr01/2/19/anigif_enhanced-buzz-10381-1380756727-4.gif,190,190,3270,1420,-0.120667,-0.244361,0.272530407863,bored,"[[6, 6, 6], [21, 21, 21], [95, 95, 95], [37, 37, 37], [62, 62, 62]]","[[ 6  6  6]
 [21 21 21]
 [95 95 95]
 [37 37 37]
 [62 62 62]]",37.0
333,165.59905997379857,179.08351124545217,61.75108179733648,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr02/5/23/anigif_enhanced-29926-1394080882-31.gif,191,191,246,1104,0.386,-0.225564,0.447073951485,serene,"[[194, 188, 177], [53, 36, 41], [248, 241, 235], [142, 141, 134], [211, 128, 110]]","[[194 188 177]
 [ 53  36  41]
 [248 241 235]
 [142 141 134]
 [211 128 110]]",141.0
334,178.10281821601362,186.01995323082951,51.61219011246128,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr08/18/16/anigif_enhanced-28573-1395175398-49.gif,192,192,247,7134,-0.339333,-0.274436,0.436419526356,unhappy,"[[231, 206, 227], [9, 9, 21], [207, 168, 201], [187, 135, 175], [132, 74, 110]]","[[231 206 227]
 [  9   9  21]
 [207 168 201]
 [187 135 175]
 [132  74 110]]",135.0
335,178.10281821601362,186.01995323082951,51.61219011246128,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr08/18/16/anigif_enhanced-28573-1395175398-49.gif,193,193,2393,7134,-0.081037,-0.4497717000000001,0.457013760723,bored,"[[206, 167, 200], [7, 8, 19], [183, 130, 172], [231, 206, 227], [114, 63, 97]]","[[206 167 200]
 [  7   8  19]
 [183 130 172]
 [231 206 227]
 [114  63  97]]",130.0
336,178.10281821601362,186.01995323082951,51.61219011246128,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr08/18/16/anigif_enhanced-28573-1395175398-49.gif,192,192,247,7134,-0.339333,-0.274436,0.436419526356,unhappy,"[[231, 206, 227], [9, 9, 21], [207, 168, 201], [187, 135, 175], [132, 74, 110]]","[[231 206 227]
 [  9   9  21]
 [207 168 201]
 [187 135 175]
 [132  74 110]]",135.0
337,178.10281821601362,186.01995323082951,51.61219011246128,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr08/18/16/anigif_enhanced-28573-1395175398-49.gif,193,193,2393,7134,-0.081037,-0.4497717000000001,0.457013760723,bored,"[[206, 167, 200], [7, 8, 19], [183, 130, 172], [231, 206, 227], [114, 63, 97]]","[[206 167 200]
 [  7   8  19]
 [183 130 172]
 [231 206 227]
 [114  63  97]]",130.0
338,103.38836680976956,136.76451659695945,66.23415829184202,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/7/22/15/anigif_enhanced-buzz-23908-1374521573-25.gif,194,194,248,7590,-0.001333,-0.4548872000000001,0.4548891531050001,subdued,"[[143, 137, 122], [40, 38, 31], [87, 83, 75], [175, 168, 153], [0, 0, 0]]","[[143 137 122]
 [ 40  38  31]
 [ 87  83  75]
 [175 168 153]
 [  0   0   0]]",83.0
339,23.828479580836014,17.74215319514517,23.61319171456931,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/5/12/anigif_enhanced-28303-1391620649-2.gif,195,195,249,1311,-0.15,0.402256,0.429313276683,tense,"[[2, 18, 17], [85, 50, 56], [29, 6, 52], [200, 198, 201], [33, 0, 20]]","[[  2  18  17]
 [ 85  50  56]
 [ 29   6  52]
 [200 198 201]
 [ 33   0  20]]",18.0
340,23.828479580836014,17.74215319514517,23.61319171456931,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/5/12/anigif_enhanced-28303-1391620649-2.gif,196,196,376,1311,0.040278,-0.035156,0.0534627124265,serene,"[[34, 0, 20], [28, 6, 53], [86, 51, 57], [2, 18, 17], [212, 212, 212]]","[[ 34   0  20]
 [ 28   6  53]
 [ 86  51  57]
 [  2  18  17]
 [212 212 212]]",18.0
341,23.828479580836014,17.74215319514517,23.61319171456931,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/5/12/anigif_enhanced-28303-1391620649-2.gif,197,197,378,1311,0.040278,-0.035156,0.0534627124265,serene,"[[33, 0, 20], [29, 6, 52], [212, 212, 212], [86, 51, 57], [2, 18, 17]]","[[ 33   0  20]
 [ 29   6  52]
 [212 212 212]
 [ 86  51  57]
 [  2  18  17]]",18.0
342,23.828479580836014,17.74215319514517,23.61319171456931,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/5/12/anigif_enhanced-28303-1391620649-2.gif,195,195,249,1311,-0.15,0.402256,0.429313276683,tense,"[[2, 18, 17], [85, 50, 56], [29, 6, 52], [200, 198, 201], [33, 0, 20]]","[[  2  18  17]
 [ 85  50  56]
 [ 29   6  52]
 [200 198 201]
 [ 33   0  20]]",18.0
343,23.828479580836014,17.74215319514517,23.61319171456931,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/5/12/anigif_enhanced-28303-1391620649-2.gif,196,196,376,1311,0.040278,-0.035156,0.0534627124265,serene,"[[34, 0, 20], [28, 6, 53], [86, 51, 57], [2, 18, 17], [212, 212, 212]]","[[ 34   0  20]
 [ 28   6  53]
 [ 86  51  57]
 [  2  18  17]
 [212 212 212]]",18.0
344,23.828479580836014,17.74215319514517,23.61319171456931,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/5/12/anigif_enhanced-28303-1391620649-2.gif,197,197,378,1311,0.040278,-0.035156,0.0534627124265,serene,"[[33, 0, 20], [29, 6, 52], [212, 212, 212], [86, 51, 57], [2, 18, 17]]","[[ 33   0  20]
 [ 29   6  52]
 [212 212 212]
 [ 86  51  57]
 [  2  18  17]]",18.0
345,23.828479580836014,17.74215319514517,23.61319171456931,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/5/12/anigif_enhanced-28303-1391620649-2.gif,195,195,249,1311,-0.15,0.402256,0.429313276683,tense,"[[2, 18, 17], [85, 50, 56], [29, 6, 52], [200, 198, 201], [33, 0, 20]]","[[  2  18  17]
 [ 85  50  56]
 [ 29   6  52]
 [200 198 201]
 [ 33   0  20]]",18.0
346,23.828479580836014,17.74215319514517,23.61319171456931,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/5/12/anigif_enhanced-28303-1391620649-2.gif,196,196,376,1311,0.040278,-0.035156,0.0534627124265,serene,"[[34, 0, 20], [28, 6, 53], [86, 51, 57], [2, 18, 17], [212, 212, 212]]","[[ 34   0  20]
 [ 28   6  53]
 [ 86  51  57]
 [  2  18  17]
 [212 212 212]]",18.0
347,23.828479580836014,17.74215319514517,23.61319171456931,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/5/12/anigif_enhanced-28303-1391620649-2.gif,197,197,378,1311,0.040278,-0.035156,0.0534627124265,serene,"[[33, 0, 20], [29, 6, 52], [212, 212, 212], [86, 51, 57], [2, 18, 17]]","[[ 33   0  20]
 [ 29   6  52]
 [212 212 212]
 [ 86  51  57]
 [  2  18  17]]",18.0
348,98.0545069594308,98.11666015514388,39.941414748386066,http://s3-ec.buzzfed.com/static/2014-01/enhanced/webdr06/21/21/anigif_enhanced-buzz-19310-1390358620-4.gif,198,198,250,964,-0.21600000000000005,-0.18797,0.286336726425,unhappy,"[[139, 94, 63], [158, 147, 129], [34, 20, 17], [82, 82, 87], [107, 64, 38]]","[[139  94  63]
 [158 147 129]
 [ 34  20  17]
 [ 82  82  87]
 [107  64  38]]",82.0
349,76.79397380310338,73.22220974540443,55.56537268564828,http://s3-ec.buzzfed.com/static/2014-06/28/21/enhanced/webdr06/anigif_enhanced-12968-1404004443-1.gif,199,199,251,5337,-0.186667,-0.161654,0.246934373073,unhappy,"[[55, 84, 183], [102, 52, 44], [218, 179, 181], [16, 22, 31], [181, 111, 90]]","[[ 55  84 183]
 [102  52  44]
 [218 179 181]
 [ 16  22  31]
 [181 111  90]]",84.0
350,107.8716692577709,100.77948203875627,42.99728036474111,http://s3-ec.buzzfed.com/static/enhanced/webdr02/2013/8/13/17/anigif_enhanced-buzz-32491-1376428967-25.gif,200,200,252,3998,-0.4406667,0.109023,0.453952811444,upset,"[[49, 50, 47], [169, 143, 134], [136, 110, 99], [99, 84, 74], [202, 202, 197]]","[[ 49  50  47]
 [169 143 134]
 [136 110  99]
 [ 99  84  74]
 [202 202 197]]",110.0
351,43.84222328740359,8.602150893817196,69.50296357786722,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr04/11/17/anigif_enhanced-15441-1394572643-5.gif,201,201,253,4035,0.386,0.165414,0.419949748656,happy,"[[4, 4, 4], [183, 164, 126], [120, 82, 52], [214, 214, 204], [48, 35, 26]]","[[  4   4   4]
 [183 164 126]
 [120  82  52]
 [214 214 204]
 [ 48  35  26]]",82.0
352,43.84222328740359,8.602150893817196,69.50296357786722,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr04/11/17/anigif_enhanced-15441-1394572643-5.gif,202,202,4052,4035,0.226667,-0.218045,0.314517965964,serene,"[[120, 82, 52], [4, 4, 4], [214, 214, 204], [183, 164, 126], [48, 35, 26]]","[[120  82  52]
 [  4   4   4]
 [214 214 204]
 [183 164 126]
 [ 48  35  26]]",82.0
353,43.84222328740359,8.602150893817196,69.50296357786722,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr04/11/17/anigif_enhanced-15441-1394572643-5.gif,201,201,253,4035,0.386,0.165414,0.419949748656,happy,"[[4, 4, 4], [183, 164, 126], [120, 82, 52], [214, 214, 204], [48, 35, 26]]","[[  4   4   4]
 [183 164 126]
 [120  82  52]
 [214 214 204]
 [ 48  35  26]]",82.0
354,43.84222328740359,8.602150893817196,69.50296357786722,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr04/11/17/anigif_enhanced-15441-1394572643-5.gif,202,202,4052,4035,0.226667,-0.218045,0.314517965964,serene,"[[120, 82, 52], [4, 4, 4], [214, 214, 204], [183, 164, 126], [48, 35, 26]]","[[120  82  52]
 [  4   4   4]
 [214 214 204]
 [183 164 126]
 [ 48  35  26]]",82.0
355,62.76758868759405,42.57460202191239,49.72207555430813,http://s3-ec.buzzfed.com/static/2014-07/18/15/enhanced/webdr05/anigif_enhanced-21418-1405712167-13.gif,203,203,254,1617,0.012667,0.428571,0.42875815436,active,"[[31, 18, 17], [137, 88, 68], [175, 126, 121], [87, 38, 31], [203, 181, 175]]","[[ 31  18  17]
 [137  88  68]
 [175 126 121]
 [ 87  38  31]
 [203 181 175]]",88.0
356,190.14317074360432,207.24083815696173,50.05772747247538,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2013/8/13/17/anigif_enhanced-buzz-16413-1376429557-19.gif,204,204,255,2154,-0.422,-0.161654,0.451902661771,sad,"[[223, 211, 227], [189, 76, 33], [222, 150, 109], [137, 171, 222], [56, 20, 21]]","[[223 211 227]
 [189  76  33]
 [222 150 109]
 [137 171 222]
 [ 56  20  21]]",150.0
357,190.14317074360432,207.24083815696173,50.05772747247538,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2013/8/13/17/anigif_enhanced-buzz-16413-1376429557-19.gif,205,205,3027,2154,-0.324,-0.214286,0.388451399529,unhappy,"[[223, 211, 227], [222, 150, 109], [189, 76, 33], [56, 20, 21], [137, 171, 222]]","[[223 211 227]
 [222 150 109]
 [189  76  33]
 [ 56  20  21]
 [137 171 222]]",150.0
358,190.14317074360432,207.24083815696173,50.05772747247538,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2013/8/13/17/anigif_enhanced-buzz-16413-1376429557-19.gif,204,204,255,2154,-0.422,-0.161654,0.451902661771,sad,"[[223, 211, 227], [189, 76, 33], [222, 150, 109], [137, 171, 222], [56, 20, 21]]","[[223 211 227]
 [189  76  33]
 [222 150 109]
 [137 171 222]
 [ 56  20  21]]",150.0
359,190.14317074360432,207.24083815696173,50.05772747247538,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2013/8/13/17/anigif_enhanced-buzz-16413-1376429557-19.gif,205,205,3027,2154,-0.324,-0.214286,0.388451399529,unhappy,"[[223, 211, 227], [222, 150, 109], [189, 76, 33], [56, 20, 21], [137, 171, 222]]","[[223 211 227]
 [222 150 109]
 [189  76  33]
 [ 56  20  21]
 [137 171 222]]",150.0
360,56.03901492193351,29.428625520061246,62.248480414151885,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/8/14/16/anigif_enhanced-buzz-821-1376511673-11.gif,206,206,256,767,-0.438,0.037594,0.439610405741,unpleasant,"[[46, 44, 41], [144, 136, 129], [89, 84, 79], [4, 4, 4], [208, 201, 192]]","[[ 46  44  41]
 [144 136 129]
 [ 89  84  79]
 [  4   4   4]
 [208 201 192]]",84.0
361,82.74871248604505,97.11815999080707,81.4266099157374,http://s3-ec.buzzfed.com/static/2014-09/29/22/enhanced/webdr09/anigif_enhanced-buzz-5485-1412043205-11.gif,207,207,257,2531,0.438,-0.146617,0.461888021807,contented,"[[8, 3, 0], [132, 67, 20], [226, 191, 157], [182, 118, 49], [254, 253, 253]]","[[  8   3   0]
 [132  67  20]
 [226 191 157]
 [182 118  49]
 [254 253 253]]",118.0
362,82.74871248604505,97.11815999080707,81.4266099157374,http://s3-ec.buzzfed.com/static/2014-09/29/22/enhanced/webdr09/anigif_enhanced-buzz-5485-1412043205-11.gif,208,208,781,2531,0.142626,-0.4406393,0.463147026958,calm,"[[159, 93, 30], [9, 4, 0], [226, 193, 160], [254, 253, 253], [190, 127, 59]]","[[159  93  30]
 [  9   4   0]
 [226 193 160]
 [254 253 253]
 [190 127  59]]",127.0
363,82.74871248604505,97.11815999080707,81.4266099157374,http://s3-ec.buzzfed.com/static/2014-09/29/22/enhanced/webdr09/anigif_enhanced-buzz-5485-1412043205-11.gif,207,207,257,2531,0.438,-0.146617,0.461888021807,contented,"[[8, 3, 0], [132, 67, 20], [226, 191, 157], [182, 118, 49], [254, 253, 253]]","[[  8   3   0]
 [132  67  20]
 [226 191 157]
 [182 118  49]
 [254 253 253]]",118.0
364,82.74871248604505,97.11815999080707,81.4266099157374,http://s3-ec.buzzfed.com/static/2014-09/29/22/enhanced/webdr09/anigif_enhanced-buzz-5485-1412043205-11.gif,208,208,781,2531,0.142626,-0.4406393,0.463147026958,calm,"[[159, 93, 30], [9, 4, 0], [226, 193, 160], [254, 253, 253], [190, 127, 59]]","[[159  93  30]
 [  9   4   0]
 [226 193 160]
 [254 253 253]
 [190 127  59]]",127.0
365,112.0665302316577,98.858944967059,60.4979532325392,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/5/19/4/anigif_enhanced-buzz-32445-1368953733-1.gif,209,209,258,5015,0.260667,-0.4022556,0.479329586632,relaxed,"[[235, 174, 79], [64, 31, 27], [126, 68, 37], [243, 215, 123], [174, 106, 58]]","[[235 174  79]
 [ 64  31  27]
 [126  68  37]
 [243 215 123]
 [174 106  58]]",106.0
366,112.0665302316577,98.858944967059,60.4979532325392,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/5/19/4/anigif_enhanced-buzz-32445-1368953733-1.gif,210,210,259,5015,0.294,-0.327068,0.439783442872,relaxed,"[[176, 108, 58], [64, 31, 27], [235, 174, 79], [128, 70, 38], [243, 215, 123]]","[[176 108  58]
 [ 64  31  27]
 [235 174  79]
 [128  70  38]
 [243 215 123]]",108.0
367,112.0665302316577,98.858944967059,60.4979532325392,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/5/19/4/anigif_enhanced-buzz-32445-1368953733-1.gif,211,211,3179,5015,0.444805,-0.174312,0.47774068423,contented,"[[64, 31, 27], [243, 215, 123], [128, 70, 38], [176, 108, 58], [235, 174, 79]]","[[ 64  31  27]
 [243 215 123]
 [128  70  38]
 [176 108  58]
 [235 174  79]]",108.0
368,112.0665302316577,98.858944967059,60.4979532325392,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/5/19/4/anigif_enhanced-buzz-32445-1368953733-1.gif,209,209,258,5015,0.260667,-0.4022556,0.479329586632,relaxed,"[[235, 174, 79], [64, 31, 27], [126, 68, 37], [243, 215, 123], [174, 106, 58]]","[[235 174  79]
 [ 64  31  27]
 [126  68  37]
 [243 215 123]
 [174 106  58]]",106.0
369,112.0665302316577,98.858944967059,60.4979532325392,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/5/19/4/anigif_enhanced-buzz-32445-1368953733-1.gif,210,210,259,5015,0.294,-0.327068,0.439783442872,relaxed,"[[176, 108, 58], [64, 31, 27], [235, 174, 79], [128, 70, 38], [243, 215, 123]]","[[176 108  58]
 [ 64  31  27]
 [235 174  79]
 [128  70  38]
 [243 215 123]]",108.0
370,112.0665302316577,98.858944967059,60.4979532325392,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/5/19/4/anigif_enhanced-buzz-32445-1368953733-1.gif,211,211,3179,5015,0.444805,-0.174312,0.47774068423,contented,"[[64, 31, 27], [243, 215, 123], [128, 70, 38], [176, 108, 58], [235, 174, 79]]","[[ 64  31  27]
 [243 215 123]
 [128  70  38]
 [176 108  58]
 [235 174  79]]",108.0
371,112.0665302316577,98.858944967059,60.4979532325392,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/5/19/4/anigif_enhanced-buzz-32445-1368953733-1.gif,209,209,258,5015,0.260667,-0.4022556,0.479329586632,relaxed,"[[235, 174, 79], [64, 31, 27], [126, 68, 37], [243, 215, 123], [174, 106, 58]]","[[235 174  79]
 [ 64  31  27]
 [126  68  37]
 [243 215 123]
 [174 106  58]]",106.0
372,112.0665302316577,98.858944967059,60.4979532325392,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/5/19/4/anigif_enhanced-buzz-32445-1368953733-1.gif,210,210,259,5015,0.294,-0.327068,0.439783442872,relaxed,"[[176, 108, 58], [64, 31, 27], [235, 174, 79], [128, 70, 38], [243, 215, 123]]","[[176 108  58]
 [ 64  31  27]
 [235 174  79]
 [128  70  38]
 [243 215 123]]",108.0
